,Full Address,LatLong
2936,"303 EAST 77TH STREET                      New York, NY 10075",
2937,"509 EAST 77TH   STREET New York, NY 10075",
2938,"504 EAST 63RD   STREET                    New York, NY 10065",
2939,"135 EAST 83 STREET                        New York, NY 10028",
2940,"535 EAST 78TH   STREET New York, NY 10075",
2941,"200 EAST 61ST   STREET New York, NY 10065",
2942,"766 MADISON AVENUE New York, NY 10065",
2943,"971 MADISON AVENUE                        New York, NY 10021",
2944,"1511 3 AVENUE                             New York, NY 10028",
2945,"3 EAST 77TH STREET New York, NY 10075",
2946,"55 EAST 65TH   STREET New York, NY 10065",
2947,"35 EAST 63RD   STREET                     New York, NY 10065",
2948,"163 EAST 89TH STREET                      New York, NY 10128",
2949,"1459 3 AVENUE                             New York, NY 10028",
2950,"899 LEXINGTON AVENUE New York, NY 10065",
2951,"135 EAST 71ST STREET New York, NY 10021",
2952,"700 PARK AVENUE                           New York, NY 10021",
2953,"12 EAST 88TH STREET New York, NY 10128",
2954,"315 EAST88 STREET New York, NY 10128",
2955,"188 EAST 76TH STREET                      New York, NY 10021",
2956,"433 EAST 74TH STREET                      New York, NY 10021",
2957,"205 EAST 85TH STREET New York, NY 10028",
2958,"1623 THIRD AVENUE New York, NY 10128",
2959,"740 MADISON AVENUE                        New York, NY 10065",
2960,"304 EAST 65TH STREET                      New York, NY 10065",
2961,"1334 3 AVENUE                             New York, NY 10075",
2962,"11 EAST 70TH   STREET New York, NY 10021",
2963,"895 PARK AVENUE New York, NY 10075",
2964,"511 EAST 82ND STREET New York, NY 10028",
2965,"252 EAST 89TH   STREET New York, NY 10128",
2966,"1012 PARK AVENUE                          New York, NY 10028",
2967,"778 PARK AVENUE New York, NY 10021",
2968,"131 EAST 66TH STREET New York, NY 10065",
2969,"1030 3 AVENUE                             New York, NY 10065",
2970,"1571 THIRD AVENUE                         New York, NY 10128",
2971,"330 EAST 94TH STREET New York, NY 10128",
2972,"510 EAST 80TH STREET                      New York, NY 10075",
2973,"149 EAST 67TH STREET                      New York, NY 10065",
2974,"116 EAST 66TH STREET New York, NY 10065",
2975,"250 EAST 65 STREET                        New York, NY 10065",
2976,"232 EAST 82ND STREET New York, NY 10028",
2977,"422 EAST 72ND   STREET New York, NY 10021",
2978,"340 EAST 69TH   STREET New York, NY 10021",
2979,"210 EAST 73RD  STREET New York, NY 10021",
2980,"60 EAST END AVENUE New York, NY 10028",
2981,"510 EAST 79TH   STREET                    New York, NY 10075",
2982,"980 5 AVENUE New York, NY 10075",
2983,"90 EAST END AVENUE                        New York, NY 10028",
2984,"363 E 76 STREET New York, NY 10075",
2985,"212 EAST 85TH   STREET New York, NY 10028",
2986,"141 EAST 72ND STREET New York, NY 10021",
2987,"5 EAST 93RD STREET                        New York, NY 10128",
2988,"132 EAST 72ND STREET New York, NY 10021",
2989,"14 EAST 63RD   STREET                     New York, NY 10065",
2990,"515 EAST 86TH   STREET                    New York, NY 10028",
2991,"11 EAST 89TH   STREET                     New York, NY 10128",
2992,"988 5 AVENUE                              New York, NY 10075",
2993,"1202 2 AVENUE New York, NY 10065",
2994,"215 EAST 72ND   STREET New York, NY 10021",
2995,"529 EAST 87TH STREET                      New York, NY 10128",
2996,"512 EAST 83 STREET New York, NY 10028",
2997,"912 5TH AVENUE New York, NY 10021",
2998,"1647 FIRST AVENUE                         New York, NY 10028",
2999,"1018 MADISON AVE                          New York, NY 10075",
3000,"420 EAST 64TH   STREET New York, NY 10065",
3001,"400 EAST 85TH New York, NY 10028",
3002,"125 EAST 93RD STREET New York, NY 10128",
3003,"150 EAST 61ST STREET New York, NY 10065",
3004,"15 EAST 91ST STREET New York, NY 10128",
3005,"315 E 68 ST New York, NY 10065",
3006,"162 EAST 80TH STREET New York, NY 10075",
3007,"237 E 88TH STREET                         New York, NY 10128",
3008,"1205 1 AVENUE                             New York, NY 10065",
3009,"161 EAST 88TH   STREET New York, NY 10128",
3010,"200 EAST 74 STREET New York, NY 10021",
3011,"23 EAST 81ST   STREET                     New York, NY 10028",
3012,"30 EAST 72ND   STREET New York, NY 10021",
3013,"230 EAST 71ST   STREET New York, NY 10021",
3014,"401 EAST 89TH   STREET New York, NY 10128",
3015,"215 EAST 80TH   STREET New York, NY 10075",
3016,"175 EAST 93RD STREET New York, NY 10128",
3017,"118 E 83RD                                New York, NY 10028",
3018,"408 EAST 79TH   STREET New York, NY 10075",
3019,"165 EAST 72ND ST New York, NY 10021",
3020,"30 EAST 65TH   STREET                     New York, NY 10065",
3021,"48 EAST 81ST   STREET                     New York, NY 10028",
3022,"173 EAST 74TH   STREET New York, NY 10021",
3023,"500 EAST 81ST STREET New York, NY 10028",
3024,"511 EAST 84TH STREET New York, NY 10028",
3025,"155 EAST 72ND STREET New York, NY 10021",
3026,"535 EAST 86TH STREET New York, NY 10028",
3027,"520 EAST 81ST STREET                      New York, NY 10028",
3028,"232 EAST 74TH STREET New York, NY 10021",
3029,"333 EAST 91ST New York, NY 10128",
3030,"900 5 AVENUE New York, NY 10021",
3031,"1060 5 AVENUE New York, NY 10128",
3032,"233 EAST 72ND STREET                      New York, NY 10021",
3033,"212 EAST 84TH  STREET New York, NY 10028",
3034,"201 EAST 80TH   STREET                    New York, NY 10075",
3035,"236 EAST 89TH   STREET                    New York, NY 10128",
3036,"1285 1 AVENUE New York, NY 10021",
3037,"501 EAST 79TH ST New York, NY 10075",
3038,"158 EAST 74TH STREET                      New York, NY 10021",
3039,"506 EAST 87TH   STREET                    New York, NY 10128",
3040,"115 EAST 87TH STREET New York, NY 10128",
3041,"16O EAST 88TH   STREET                    New York, NY 10128",
3042,"1693 3 AVENUE                             New York, NY 10128",
3043,"305 EAST 61ST   STREET                    New York, NY 10065",
3044,"445 EAST 86TH ST New York, NY 10028",
3045,"460 EAST 79TH STREET New York, NY 10075",
3046,"444 EAST 75TH ST New York, NY 10021",
3047,"14 EAST 90TH STREET New York, NY 10128",
3048,"140 EAST 63RD   STREET                    New York, NY 10065",
3049,"32 EAST 76 ST                             New York, NY 10021",
3050,"525 EAST 89TH New York, NY 10128",
3051,"14 EAST 81ST   STREET New York, NY 10028",
3052,"180 EAST 79TH   STREET New York, NY 10075",
3053,"110 EAST 87TH STREET                      New York, NY 10128",
3054,"40 EAST 88 New York, NY 10128",
3055,"404 EAST 79TH   STREET New York, NY 10075",
3056,"448 E 84 ST New York, NY 10028",
3057,"190 EAST 72 STREET New York, NY 10021",
3058,"508 E. 78TH STREET New York, NY 10075",
3059,"301 E 75TH STREET New York, NY 10021",
3060,"184 EAST 64TH   STREET                    New York, NY 10065",
3061,"120 EAST 75TH STREET New York, NY 10021",
3062,"108 EAST 82ND STREET New York, NY 10028",
3063,"250 E 65 STREET                           New York, NY 10065",
3064,"128 EAST 92ND   STREET                    New York, NY 10128",
3065,"55 EAST END AVENUE New York, NY 10028",
3066,"154 EAST 65TH New York, NY 10065",
3067,"177 EAST 77TH STREET                      New York, NY 10075",
3068,"155 EAST 91ST STREET New York, NY 10128",
3069,"180 EAST 79TH   STREET                    New York, NY 10075",
3070,"11E 68TH   STREET                         New York, NY 10065",
3071,"424-434 EAST 90TH STREET                  New York, NY 10128",
3072,"23 EAST 74TH STREET                       New York, NY 10021",
3073,"166 EAST 96 STREET New York, NY 10128",
3074,"251 EAST 61ST   STREET                    New York, NY 10065",
3075,"111 EAST 88 ST                            New York, NY 10128",
3076,"1516 1 AVENUE                             New York, NY 10075",
3077,"166 EAST 63RD   STREET                    New York, NY 10065",
3078,"420 E 64TH STREET New York, NY 10065",
3079,"1036 PARK AVENUE New York, NY 10028",
3080,"323 EAST 77TH STREET New York, NY 10075",
3081,"1001 FIFTH AVENUE New York, NY 10028",
3082,"126 EAST 95TH STREET                      New York, NY 10128",
3083,"155 EAST 79TH   STREET New York, NY 10075",
3084,"429 EAST 65TH STREET New York, NY 10065",
3085,"210 EAST 63 STREET New York, NY 10065",
3086,"30 EAST 72ND STREET New York, NY 10021",
3087,"1355 1 AVENUE                             New York, NY 10021",
3088,"1050 5TH AVENUE New York, NY 10028",
3089,"401 EAST 65TH STREET New York, NY 10065",
3090,"305 EAST 80TH   STREET                    New York, NY 10075",
3091,"170 EAST 92ND   STREET New York, NY 10128",
3092,"122 EAST 93RD   STREET New York, NY 10128",
3093,"1687 3 AVENUE                             New York, NY 10128",
3094,"326 EAST 73RD STREET New York, NY 10021",
3095,"165 EAST 94TH   STREET New York, NY 10128",
3096,"401 EAST 86TH STREET New York, NY 10028",
3097,"1115 FIFTH AVENUE                         New York, NY 10128",
3098,"1150 FIFTH AVENUE New York, NY 10128",
3099,"157 EAST 72ND   STREET                    New York, NY 10021",
3100,"112 EAST 71ST   STREET                    New York, NY 10021",
3101,"205 E. 78 STREET New York, NY 10075",
3102,"1080 MADISON AVENUE                       New York, NY 10028",
3103,"1045 5 AVENUE New York, NY 10028",
3104,"1161-1171 MADISON AVENUE                  New York, NY 10028",
3105,"445 E. 78TH STREET New York, NY 10075",
3106,"210 EAST 95TH   STREET                    New York, NY 10128",
3107,"16 EAST 95TH STREET                       New York, NY 10128",
3108,"1558 2 AVENUE                             New York, NY 10028",
3109,"518 EAST 88TH   STREET                    New York, NY 10128",
3110,"1645 YORK AVENUE New York, NY 10028",
3111,"170 EAST 90TH STREET New York, NY 10128",
3112,"148 EAST 74TH   STREET New York, NY 10021",
3113,"436 EAST 86TH   STREET New York, NY 10028",
3114,"162 EAST 91ST   STREET New York, NY 10128",
3115,"150 EAST 61 New York, NY 10065",
3116,"55 EAST 87TH   STREET New York, NY 10128",
3117,"181 EAST 65TH   STREET                    New York, NY 10065",
3118,"1080 5TH AVENUE New York, NY 10128",
3119,"1147 FIRST AVENUE                         New York, NY 10065",
3120,"1115 LEXINGTON AVENUE                     New York, NY 10075",
3121,"740 PARK AVENUE New York, NY 10021",
3122,"406 EAST 73RD   STREET New York, NY 10021",
3123,"167 EAST 82ND STREET                      New York, NY 10028",
3124,"315 EAST 65TH   STREET New York, NY 10065",
3125,"516 EAST 79TH   STREET New York, NY 10075",
3126,"515 EAST 88TH STREET New York, NY 10128",
3127,"166 EAST 71ST   STREET                    New York, NY 10021",
3128,"301 EAST 63RD STREET New York, NY 10065",
3129,"1169 2ND AVENUE                           New York, NY 10065",
3130,"55 EAST 65 STREET New York, NY 10065",
3131,"27 EAST 79TH   STREET                     New York, NY 10075",
3132,"241 E 76 ST                               New York, NY 10075",
3133,"755 PARK AVENUE New York, NY 10021",
3134,"401 E 65TH STREET New York, NY 10065",
3135,"304 EAST 65TH   STREET New York, NY 10065",
3136,"448 EAST 79TH   STREET                    New York, NY 10075",
3137,"156 EAST 79TH   STREET New York, NY 10075",
3138,"205 E. 78 ST New York, NY 10075",
3139,"535 EAST 78TH   STREET                    New York, NY 10075",
3140,"152 EAST 63RD STREET                      New York, NY 10065",
3141,"340 E 93                                  New York, NY 10128",
3142,"1239 MADISON AVENUE New York, NY 10128",
3143,"200 EAST 62ND   STREET                    New York, NY 10065",
3144,"180 E 79 ST New York, NY 10075",
3145,"157 EAST 72ND   STREET New York, NY 10021",
3146,"1113 YORK AVENUE                          New York, NY 10065",
3147,"38 EAST 68 STREET                         New York, NY 10065",
3148,"1641 3 AVENUE New York, NY 10128",
3149,"820 MADISON AVENUE                        New York, NY 10065",
3150,"147 EAST 86TH   STREET New York, NY 10028",
3151,"993 PARK AVE New York, NY 10028",
3152,"133 EAST 80TH STREET New York, NY 10075",
3153,"150 EAST 86TH   STREET New York, NY 10028",
3154,"181 EAST 90TH STREET New York, NY 10128",
3155,"342 EAST 85TH STREET                      New York, NY 10028",
3156,"141 EAST 88TH   STREET                    New York, NY 10128",
3157,"870 MADISON AVENUE                        New York, NY 10021",
3158,"1150 FIFTH AVE New York, NY 10128",
3159,"58 EAST 92ND   STREET                     New York, NY 10128",
3160,"50 EAST 72ND   STREET                     New York, NY 10021",
3161,"156 EAST 65TH   STREET                    New York, NY 10065",
3162,"401 EAST 89TH STREET                      New York, NY 10128",
3163,"178 EAST 94TH STREET                      New York, NY 10128",
3164,"221 EAST 94TH   STREET                    New York, NY 10128",
3165,"730 PARK AVE New York, NY 10021",
3166,"406 EAST 73RD STREET New York, NY 10021",
3167,"125 EAST 72ND STREET New York, NY 10021",
3168,"31 EAST 79TH STREET New York, NY 10075",
3169,"930 PARK AVENUE New York, NY 10028",
3170,"752 MADISON AVENUE                        New York, NY 10065",
3171,"301 EAST 75TH STREET New York, NY 10021",
3172,"22 EAST 82 STREET                         New York, NY 10028",
3173,"400 EAST 85TH STREET New York, NY 10028",
3174,"108 EAST 91ST STREET New York, NY 10128",
3175,"40 EAST 94 STREET                         New York, NY 10128",
3176,"1304 MADISON AVENUE                       New York, NY 10128",
3177,"1546 SECOND AVENUE                        New York, NY 10028",
3178,"219 EAST 72 STREET New York, NY 10021",
3179,"1595 2 AVENUE                             New York, NY 10028",
3180,"520 EAST 72ND STREET New York, NY 10021",
3181,"431 EAST 87TH   STREET                    New York, NY 10128",
3182,"920 FIFTH AVENUE New York, NY 10021",
3183,"1409 SECOND AVENUE                        New York, NY 10021",
3184,"515 E 89TH STREET New York, NY 10128",
3185,"441 EAST 87TH   STREET                    New York, NY 10128",
3186,"333 E 75TH STREET New York, NY 10021",
3187,"812 PARK AVENUE New York, NY 10021",
3188,"444 E. 75TH STREET New York, NY 10021",
3189,"21 EAST 90 STREET New York, NY 10128",
3190,"311 EAST 83RD STREET New York, NY 10028",
3191,"125 EAST 78TH   STREET                    New York, NY 10075",
3192,"300 EAST 74TH STREET New York, NY 10021",
3193,"245 E87TH STREET New York, NY 10128",
3194,"1760 2ND AVENUE                           New York, NY 10128",
3195,"3 EAST 85TH   STREET New York, NY 10028",
3196,"515 EAST 86TH   STREET New York, NY 10028",
3197,"516 E 78TH STREET New York, NY 10075",
3198,"50 EAST 86TH STREET                       New York, NY 10028",
3199,"1628 2 AVENUE                             New York, NY 10028",
3200,"148 EAST 83RD   STREET New York, NY 10028",
3201,"216 EAST 75TH   STREET New York, NY 10021",
3202,"1781 1 AVENUE                             New York, NY 10128",
3203,"1120 PARK AVENUE New York, NY 10128",
3204,"181 EAST 90TH STREET                      New York, NY 10128",
3205,"25 EAST 86TH STREET New York, NY 10028",
3206,"11 EAST 92ND STREET New York, NY 10128",
3207,"170 EAST 79TH STREET New York, NY 10075",
3208,"45 EAST 80TH STREET New York, NY 10075",
3209,"182 EAST 94TH   STREET New York, NY 10128",
3210,"530 EAST 84TH   STREET New York, NY 10028",
3211,"922 MADISON AVENUE                        New York, NY 10021",
3212,"130 EAST 67TH STREET New York, NY 10065",
3213,"402 EAST 90 STREET                        New York, NY 10128",
3214,"134 EAST 95TH STREET                      New York, NY 10128",
3215,"420 EAST 72 STREET New York, NY 10021",
3216,"1766 2 AVENUE                             New York, NY 10128",
3217,"789 MADISON AVENUE                        New York, NY 10065",
3218,"970 PARK AVE New York, NY 10028",
3219,"425 EAST 79TH STREET New York, NY 10075",
3220,"510 EAST 79TH   STREET New York, NY 10075",
3221,"25 EAST 83 STREET New York, NY 10028",
3222,"305 EAST 70TH   STREET                    New York, NY 10021",
3223,"520 EAST 81ST   STREET New York, NY 10028",
3224,"165 EAST 62ND   STREET                    New York, NY 10065",
3225,"130 E 63RD ST New York, NY 10065",
3226,"125 EAST 88TH   STREET                    New York, NY 10128",
3227,"338 EAST 67TH STREET New York, NY 10065",
3228,"370 EAST 76TH ST New York, NY 10021",
3229,"124 EAST 85TH STREET New York, NY 10028",
3230,"785 PARK AVENUE                           New York, NY 10021",
3231,"301 EAST 79TH STREET                      New York, NY 10075",
3232,"19 EAST 70TH STREET                       New York, NY 10021",
3233,"151 EAST 83RD   STREET New York, NY 10028",
3234,"121 EAST 81ST   STREET                    New York, NY 10028",
3235,"170 EAST 78TH STREET New York, NY 10075",
3236,"200 EAST 89 STREET                        New York, NY 10128",
3237,"150 EAST 69 ST New York, NY 10065",
3238,"70 EAST END AVENUE                        New York, NY 10028",
3239,"21 EAST 61 STREET New York, NY 10065",
3240,"35 EAST 75 STREET New York, NY 10021",
3241,"172 EAST 80TH   STREET                    New York, NY 10075",
3242,"120 EAST 90TH ST.                         New York, NY 10128",
3243,"215 EAST 80TH STREET New York, NY 10075",
3244,"64 EAST 66TH STREET                       New York, NY 10065",
3245,"1676 THIRD AVENUE                         New York, NY 10128",
3246,"130 EAST 75TH  STREET New York, NY 10021",
3247,"230 EAST 79TH STREET New York, NY 10075",
3248,"1148 FIFTH AVENUE New York, NY 10128",
3249,"309 EAST 87TH STREET New York, NY 10128",
3250,"783 MADISON AVENUE                        New York, NY 10065",
3251,"11 EAST 76TH   STREET                     New York, NY 10021",
3252,"448 EAST 87TH STREET New York, NY 10028",
3253,"140 EAST 63RD   STREET New York, NY 10065",
3254,"1041 MADISON AVENUE New York, NY 10075",
3255,"333 EAST 69 ST New York, NY 10021",
3256,"1293-1295 THIRD AVENUE                    New York, NY 10021",
3257,"1230 PARK AVENUE New York, NY 10128",
3258,"44 EAST 65TH   STREET New York, NY 10065",
3259,"525 EAST 80TH   STREET New York, NY 10075",
3260,"512 EAST 82ND STREET New York, NY 10028",
3261,"196 E 75 STREET New York, NY 10021",
3262,"519 EAST 86 STREET New York, NY 10028",
3263,"17 EAST 76TH STREET New York, NY 10021",
3264,"17 EAST 73RD STREET New York, NY 10021",
3265,"315 EAST 70 STREET New York, NY 10021",
3266,"115 EAST 61ST STREET                      New York, NY 10065",
3267,"26 EAST 63 STREET                         New York, NY 10065",
3268,"301 EAST 78 STREET New York, NY 10075",
3269,"439 EAST 88TH STREET New York, NY 10128",
3270,"535 EAST 86TH ST New York, NY 10028",
3271,"333 EAST 91 STREET New York, NY 10128",
3272,"188 EAST 78TH STREET New York, NY 10075",
3273,"211 EAST 76TH   STREET                    New York, NY 10021",
3274,"969 PARK AVENUE New York, NY 10028",
3275,"16 EAST 84TH   STREET                     New York, NY 10028",
3276,"333 EAST 92ND STREET New York, NY 10128",
3277,"537 EAST 87TH STREET                      New York, NY 10128",
3278,"111 EAST 75TH   STREET New York, NY 10021",
3279,"901 LEXINGTON AVENUE New York, NY 10065",
3280,"435 EAST 86TH   STREET New York, NY 10028",
3281,"129 EAST 90TH   STREET                    New York, NY 10128",
3282,"829 PARK AVENUE New York, NY 10021",
3283,"1438 3 AVENUE New York, NY 10028",
3284,"55 E 87TH STREET New York, NY 10128",
3285,"17 EAST 80TH STREET New York, NY 10075",
3286,"524 EAST 72ND STREET New York, NY 10021",
3287,"14 EAST 75 STREET New York, NY 10021",
3288,"350 EAST 86TH   STREET                    New York, NY 10028",
3289,"63 EAST 90TH STREET                       New York, NY 10128",
3290,"125 EAST 74TH STREET New York, NY 10021",
3291,"332 E 84 ST New York, NY 10028",
3292,"955 LEXINGTON AVENUE                      New York, NY 10021",
3293,"103 EAST 84TH STREET New York, NY 10028",
3294,"188 EAST 78TH ST                          New York, NY 10075",
3295,"232 EAST 88TH STREET                      New York, NY 10128",
3296,"120 EAST 83RD STREET New York, NY 10028",
3297,"570 PARK AVENUE New York, NY 10065",
3298,"225 EAST 86TH   STREET                    New York, NY 10028",
3299,"930 FIFTH AVENUE New York, NY 10021",
3300,"12 EAST 77TH STREET                       New York, NY 10075",
3301,"170 EAST 78TH   STREET New York, NY 10075",
3302,"1270 3 AVENUE New York, NY 10021",
3303,"111/2 EAST 76TH   STREET                  New York, NY 10021",
3304,"238 EAST 89TH   STREET                    New York, NY 10128",
3305,"501-03 EAST 87TH STREET                   New York, NY 10128",
3306,"111 EAST 85TH   STREET New York, NY 10028",
3307,"417 E 90TH STREET New York, NY 10128",
3308,"155 EAST 73RD STREET New York, NY 10021",
3309,"153 EAST 87TH   STREET New York, NY 10128",
3310,"234 EAST 70TH   STREET                    New York, NY 10021",
3311,"40 EAST 84 STREET New York, NY 10028",
3312,"445 EAST 86 STREET New York, NY 10028",
3313,"113 EAST 81ST STREET                      New York, NY 10028",
3314,"127 EAST 90TH   STREET                    New York, NY 10128",
3315,"140 EAST 63RD STREET                      New York, NY 10065",
3316,"500A EAST87TH STREET                      New York, NY 10128",
3317,"520 EAST 90TH   STREET New York, NY 10128",
3318,"1523 2 AVENUE New York, NY 10075",
3319,"1760 SECOND AVENUE New York, NY 10128",
3320,"500A EAST 87TH STREET                     New York, NY 10128",
3321,"1 EAST END AVENUE New York, NY 10075",
3322,"233 EAST 69TH STREET New York, NY 10021",
3323,"225 EAST 67TH   STREET                    New York, NY 10065",
3324,"115 EAST 79TH   STREET                    New York, NY 10075",
3325,"130 EAST 94TH   STREET New York, NY 10128",
3326,"163 EAST 62ND STREET                      New York, NY 10065",
3327,"419 EAST 78TH   STREET New York, NY 10075",
3328,"111 EAST 85TH   STREET                    New York, NY 10028",
3329,"11 EAST 87 STREET New York, NY 10128",
3330,"515 E 89TH                                New York, NY 10128",
3331,"410 EAST 64TH   STREET                    New York, NY 10065",
3332,"128 EAST 93RD STREET                      New York, NY 10128",
3333,"1621 2 AVENUE                             New York, NY 10028",
3334,"5 EAST 88TH STREET New York, NY 10128",
3335,"114 EAST 61ST   STREET                    New York, NY 10065",
3336,"571 PARK AVENUE New York, NY 10065",
3337,"302 EAST 88TH   STREET New York, NY 10128",
3338,"46 EAST 92ND STREET New York, NY 10128",
3339,"20 EAST END AVENUE New York, NY 10028",
3340,"200 EAST 62 STREET New York, NY 10065",
3341,"301 EAST 63 STREET New York, NY 10065",
3342,"300 EAST 77                               New York, NY 10075",
3343,"30 EAST 95TH   STREET New York, NY 10128",
3344,"171 EAST 84TH   STREET                    New York, NY 10028",
3345,"250 EAST 87TH New York, NY 10028",
3346,"129 EAST 69 STREET New York, NY 10021",
3347,"167 EAST 79TH STREET                      New York, NY 10075",
3348,"525 PARK AVENUE                           New York, NY 10065",
3349,"1356 1 AVENUE                             New York, NY 10021",
3350,"213 EAST 88TH   STREET New York, NY 10128",
3351,"1472 YORK AVENUE                          New York, NY 10075",
3352,"241 EAST 76 STREET New York, NY 10075",
3353,"40 EAST 80TH ST New York, NY 10075",
3354,"1585 2 AVENUE                             New York, NY 10028",
3355,"237 EAST 88TH STREET New York, NY 10128",
3356,"530 PARK AVENUE                           New York, NY 10065",
3357,"75 EAST END AVE New York, NY 10028",
3358,"223 EAST 74TH   STREET                    New York, NY 10021",
3359,"870 FIFTH AVENUE New York, NY 10065",
3360,"124 EAST 79TH ST                          New York, NY 10075",
3361,"513 EAST 75TH   STREET                    New York, NY 10021",
3362,"301 EAST 79 STREET                        New York, NY 10075",
3363,"204 EAST 90 STREET New York, NY 10128",
3364,"430 E 85 STREET New York, NY 10028",
3365,"64 EAST 94TH   STREET New York, NY 10128",
3366,"188 EAST 64 STREET                        New York, NY 10065",
3367,"152 EAST 83RD STREET New York, NY 10028",
3368,"1462 SECOND AVENUE                        New York, NY 10075",
3369,"145 EAST 76TH   STREET                    New York, NY 10021",
3370,"1361 MADISON AVE. New York, NY 10128",
3371,"401 E 84TH ST                             New York, NY 10028",
3372,"405 EAST 82ND STREET New York, NY 10028",
3373,"315 EAST 72 STREET New York, NY 10021",
3374,"22 EAST 82ND STREET                       New York, NY 10028",
3375,"425 EAST 86TH STREET New York, NY 10028",
3376,"449 EAST 83RD   STREET                    New York, NY 10028",
3377,"123 EAST 74TH STREET New York, NY 10021",
3378,"315 EAST 70TH STREET New York, NY 10021",
3379,"166 EAST 92ND STREET New York, NY 10128",
3380,"200 EAST 69TH   STREET New York, NY 10021",
3381,"155 EAST 93RD STREET New York, NY 10128",
3382,"420 EAST 86TH STREET New York, NY 10028",
3383,"345 E 73 ST New York, NY 10021",
3384,"1 EAST 66TH   STREET New York, NY 10065",
3385,"235 EAST 73 STREET New York, NY 10021",
3386,"546 EAST 87TH   STREET                    New York, NY 10128",
3387,"300 EAST 93RD STREET                      New York, NY 10128",
3388,"212 EAST 95TH   STREET New York, NY 10128",
3389,"131 E 81ST STREET New York, NY 10028",
3390,"910 5TH AVENUE New York, NY 10021",
3391,"438 EAST 88TH   STREET                    New York, NY 10128",
3392,"451 EAST 84TH ST New York, NY 10028",
3393,"151 EAST 78TH   STREET                    New York, NY 10075",
3394,"502 EAST 81ST ST                          New York, NY 10028",
3395,"510 EAST 86 STREET New York, NY 10028",
3396,"1445 1 AVENUE New York, NY 10021",
3397,"44 EAST 67TH   STREET New York, NY 10065",
3398,"222 EAST 82ND   STREET New York, NY 10028",
3399,"415 EAST 80TH STREET New York, NY 10075",
3400,"400 EAST 90TH STREET                      New York, NY 10128",
3401,"155 EAST 86TH   STREET New York, NY 10028",
3402,"9 EAST 96TH   STREET New York, NY 10128",
3403,"203 EAST 89TH   STREET New York, NY 10128",
3404,"422 EAST 72ND STREET                      New York, NY 10021",
3405,"422 EAST 84TH STREET                      New York, NY 10028",
3406,"27 EAST 65TH STREET New York, NY 10065",
3407,"152 EAST 78TH STREET                      New York, NY 10075",
3408,"460 EAST 79TH   STREET                    New York, NY 10075",
3409,"1 EAST END AVE New York, NY 10075",
3410,"169 EAST 69TH STREET New York, NY 10021",
3411,"150 EAST 85TH   STREET New York, NY 10028",
3412,"1220 LEXINGTON AVENUE New York, NY 10028",
3413,"408 EAST 79TH   STREET                    New York, NY 10075",
3414,"220 EAST 67 STREET New York, NY 10065",
3415,"200 EAST END AVENUE New York, NY 10128",
3416,"225 EAST 73RD   STREET New York, NY 10021",
3417,"421 EAST 84TH STREET New York, NY 10028",
3418,"166 EAST 83RD   STREET                    New York, NY 10028",
3419,"209 EAST 88 New York, NY 10128",
3420,"129 EAST 82ND   STREET New York, NY 10028",
3421,"168 EAST 74TH STREET New York, NY 10021",
3422,"25 EAST END AVENUE New York, NY 10028",
3423,"506 EAST 84TH   STREET New York, NY 10028",
3424,"240 EAST 76TH   STREET New York, NY 10021",
3425,"212 EAST 70TH   STREET New York, NY 10021",
3426,"370 EAST 76 STREET New York, NY 10021",
3427,"233 EAST 88TH STREET New York, NY 10128",
3428,"515 EAST 77TH STREET New York, NY 10075",
3429,"226 EAST 95TH STREET New York, NY 10128",
3430,"1030 3 AVENUE New York, NY 10065",
3431,"142 EAST 71ST STREET New York, NY 10021",
3432,"239 E 79TH STREET New York, NY 10075",
3433,"138 EAST 78TH   STREET                    New York, NY 10075",
3434,"13 EAST 75TH   STREET New York, NY 10021",
3435,"1402 YORK AVENUE New York, NY 10021",
3436,"170 EAST END AVENUE New York, NY 10128",
3437,"1021 PARK AVENUE New York, NY 10028",
3438,"30 EAST 70TH   STREET                     New York, NY 10021",
3439,"305 EAST 72ND STREET New York, NY 10021",
3440,"517 EAST 87TH STREET New York, NY 10128",
3441,"630 PARK AVENUE New York, NY 10065",
3442,"200 EAST 69 STREET                        New York, NY 10021",
3443,"1413 YORK AVENUE                          New York, NY 10021",
3444,"170 EAST 87TH   STREET                    New York, NY 10128",
3445,"168 EAST 90TH STREET New York, NY 10128",
3446,"161 EAST 96 STREET                        New York, NY 10128",
3447,"301 EAST 87 STREET New York, NY 10128",
3448,"68 EAST 93RD STREET New York, NY 10128",
3449,"502 EAST 74TH STREET New York, NY 10021",
3450,"444 E 84TH ST New York, NY 10028",
3451,"179 EAST 70TH STREET New York, NY 10021",
3452,"151 EAST 78 STREET                        New York, NY 10075",
3453,"900 FIFTH AVENUE New York, NY 10021",
3454,"244 EAST 90TH STREET New York, NY 10128",
3455,"438 EAST 66TH   STREET New York, NY 10065",
3456,"1122 MADISON AVENUE                       New York, NY 10028",
3457,"16 EAST 80 STREET New York, NY 10075",
3458,"870 5TH AVENUE New York, NY 10065",
3459,"55 EAST 76 STREET New York, NY 10021",
3460,"509 EAST 83RD STREET New York, NY 10028",
3461,"169 EAST 61ST STREET New York, NY 10065",
3462,"201 EAST 83 STREET New York, NY 10028",
3463,"533 EAST 84TH STREET New York, NY 10028",
